"WO","District","LeadTech","Service","Rush","ReqDate","WorkDate","Techs","WtyLbr","WtyParts"," LbrHrs "," PartsCost ","Payment"," Wait ","LbrRate"," LbrCost "," LbrFee "," PartsFee "," TotalCost "," TotalFee ","ReqDay","WorkDay","ROW_NUMBER","FILE_NAME","FILE_DATE"
"A00397","South","Lopez","Assess","","28-Jan-21","18-Feb-21",1,"","",0.25," 57.20 ","P.O."," 21 ",80," 20.00 "," 20.00 "," 57.20 "," 77.20 "," 77.20 ","Thu","Thu",298,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00398","Northwest","Burton","Replace","","28-Jan-21","03-Mar-21",2,"","",8.5," 653.99 ","Account"," 34 ",140," 1,190.00 "," 1,190.00 "," 653.99 "," 1,843.99 "," 1,843.99 ","Thu","Wed",299,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00399","South","Lopez","Assess","","28-Jan-21","16-Mar-21",1,"","",0.5," 9.75 ","Account"," 47 ",80," 40.00 "," 40.00 "," 9.75 "," 49.75 "," 49.75 ","Thu","Tue",300,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00400","North","Ling","Replace","","30-Jan-21","02-Feb-21",2,"","",0.5," 134.00 ","Account"," 3 ",140," 70.00 "," 70.00 "," 134.00 "," 204.00 "," 204.00 ","Sat","Tue",301,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00401","North","Ling","Assess","","01-Feb-21","10-Feb-21",2,"","",0.25," 144.00 ","Account"," 9 ",140," 35.00 "," 35.00 "," 144.00 "," 179.00 "," 179.00 ","Mon","Wed",302,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00402","Northwest","Burton","Assess","","01-Feb-21","10-Feb-21",1,"","",0.5," 205.19 ","C.O.D."," 9 ",80," 40.00 "," 40.00 "," 205.19 "," 245.19 "," 245.19 ","Mon","Wed",303,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00403","West","Lopez","Replace","","01-Feb-21","25-Feb-21",1,"","",0.5," 42.90 ","Account"," 24 ",80," 40.00 "," 40.00 "," 42.90 "," 82.90 "," 82.90 ","Mon","Thu",304,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00404","East","Ling","Replace","","01-Feb-21","03-Mar-21",2,"","",1.5," 319.82 ","Account"," 30 ",140," 210.00 "," 210.00 "," 319.82 "," 529.82 "," 529.82 ","Mon","Wed",305,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00405","Northeast","Ling","Assess","","01-Feb-21","11-Mar-21",1,"","",0.25," 21.33 ","Account"," 38 ",80," 20.00 "," 20.00 "," 21.33 "," 41.33 "," 41.33 ","Mon","Thu",306,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00406","North","Ling","Assess","","02-Feb-21","02-Feb-21",2,"","",0.5," 21.33 ","Account"," -   ",140," 70.00 "," 70.00 "," 21.33 "," 91.33 "," 91.33 ","Tue","Tue",307,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00407","East","Ling","Replace","","02-Feb-21","09-Feb-21",2,"","",0.5," 1,231.20 ","C.O.D."," 7 ",140," 70.00 "," 70.00 "," 1,231.20 "," 1,301.20 "," 1,301.20 ","Tue","Tue",308,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00408","North","Ling","Replace","","02-Feb-21","17-Feb-21",2,"","",0.5," 56.50 ","C.O.D."," 15 ",140," 70.00 "," 70.00 "," 56.50 "," 126.50 "," 126.50 ","Tue","Wed",309,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00409","North","Ling","Replace","","02-Feb-21","18-Feb-21",2,"","",0.5," 269.95 ","Account"," 16 ",140," 70.00 "," 70.00 "," 269.95 "," 339.95 "," 339.95 ","Tue","Thu",310,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00410","East","Ling","Replace","","02-Feb-21","03-Mar-21",2,"","",0.5," 83.23 ","Account"," 29 ",140," 70.00 "," 70.00 "," 83.23 "," 153.23 "," 153.23 ","Tue","Wed",311,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00411","Southeast","Burton","Deliver","","02-Feb-21","18-Mar-21",1,"","",0.25," 88.62 ","Account"," 44 ",80," 20.00 "," 20.00 "," 88.62 "," 108.62 "," 108.62 ","Tue","Thu",312,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00412","West","Khan","Deliver","","02-Feb-21","25-May-21",1,"","",0.25," 40.00 ","P.O."," 112 ",80," 20.00 "," 20.00 "," 40.00 "," 60.00 "," 60.00 ","Tue","Tue",313,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00413","South","Lopez","Assess","","04-Feb-21","15-Feb-21",1,"","",1.5," 33.48 ","P.O."," 11 ",80," 120.00 "," 120.00 "," 33.48 "," 153.48 "," 153.48 ","Thu","Mon",314,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00414","West","Burton","Assess","","04-Feb-21","20-Feb-21",2,"","",0.25," 33.86 ","Account"," 16 ",140," 35.00 "," 35.00 "," 33.86 "," 68.86 "," 68.86 ","Thu","Sat",315,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00415","South","Lopez","Deliver","","04-Feb-21","23-Feb-21",1,"","",0.25," 33.96 ","Account"," 19 ",80," 20.00 "," 20.00 "," 33.96 "," 53.96 "," 53.96 ","Thu","Tue",316,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00416","West","Khan","Assess","","04-Feb-21","05-Mar-21",1,"","",0.5," 36.89 ","C.O.D."," 29 ",80," 40.00 "," 40.00 "," 36.89 "," 76.89 "," 76.89 ","Thu","Fri",317,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00417","Southeast","Khan","Assess","","04-Feb-21","09-Mar-21",1,"","",0.5," 25.34 ","C.O.D."," 33 ",80," 40.00 "," 40.00 "," 25.34 "," 65.34 "," 65.34 ","Thu","Tue",318,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00418","Northeast","Ling","Deliver","","04-Feb-21","15-Mar-21",1,"","",0.25," 30.00 ","Account"," 39 ",80," 20.00 "," 20.00 "," 30.00 "," 50.00 "," 50.00 ","Thu","Mon",319,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00419","Southeast","Burton","Assess","Yes","05-Feb-21","13-Mar-21",1,"","",0.5," 31.81 ","Account"," 36 ",80," 40.00 "," 40.00 "," 31.81 "," 71.81 "," 71.81 ","Fri","Sat",320,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00420","Northwest","Khan","Replace","Yes","05-Feb-21","30-Jun-21",1,"","",0.5," 61.17 ","P.O."," 145 ",80," 40.00 "," 40.00 "," 61.17 "," 101.17 "," 101.17 ","Fri","Wed",321,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00421","West","Khan","Assess","","06-Feb-21","23-Mar-21",1,"","",0.5," 15.54 ","P.O."," 45 ",80," 40.00 "," 40.00 "," 15.54 "," 55.54 "," 55.54 ","Sat","Tue",322,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00422","West","Khan","Deliver","","06-Feb-21","31-Mar-21",1,"","",0.25," 72.35 ","Account"," 53 ",80," 20.00 "," 20.00 "," 72.35 "," 92.35 "," 92.35 ","Sat","Wed",323,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00423","North","Ling","Deliver","Yes","08-Feb-21","19-Feb-21",1,"","",0.25," 96.71 ","Account"," 11 ",80," 20.00 "," 20.00 "," 96.71 "," 116.71 "," 116.71 ","Mon","Fri",324,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00424","Northwest","Cartier","Replace","","08-Feb-21","16-Feb-21",1,"","",0.5," 207.90 ","C.O.D."," 8 ",80," 40.00 "," 40.00 "," 207.90 "," 247.90 "," 247.90 ","Mon","Tue",325,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00425","South","Lopez","Install","","08-Feb-21","18-Feb-21",3,"","",3.5," 821.87 ","Account"," 10 ",195," 682.50 "," 682.50 "," 821.87 "," 1,504.37 "," 1,504.37 ","Mon","Thu",326,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00426","North","Ling","Repair","","08-Feb-21","22-Feb-21",2,"","",1.0," 118.56 ","Account"," 14 ",140," 140.00 "," 140.00 "," 118.56 "," 258.56 "," 258.56 ","Mon","Mon",327,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00427","Northwest","Cartier","Assess","Yes","09-Feb-21","10-Feb-21",1,"","",0.25," 54.46 ","P.O."," 1 ",80," 20.00 "," 20.00 "," 54.46 "," 74.46 "," 74.46 ","Tue","Wed",328,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00428","North","Ling","Assess","","09-Feb-21","22-Feb-21",2,"","",0.25," 83.44 ","Account"," 13 ",140," 35.00 "," 35.00 "," 83.44 "," 118.44 "," 118.44 ","Tue","Mon",329,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00429","North","Ling","Assess","","09-Feb-21","24-Feb-21",2,"","",0.75," 36.00 ","Account"," 15 ",140," 105.00 "," 105.00 "," 36.00 "," 141.00 "," 141.00 ","Tue","Wed",330,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00430","South","Lopez","Replace","","09-Feb-21","13-Apr-21",1,"","",0.5," 53.43 ","Account"," 63 ",80," 40.00 "," 40.00 "," 53.43 "," 93.43 "," 93.43 ","Tue","Tue",331,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00431","North","Ling","Assess","","10-Feb-21","17-Feb-21",1,"","",0.5," 76.79 ","Account"," 7 ",80," 40.00 "," 40.00 "," 76.79 "," 116.79 "," 116.79 ","Wed","Wed",332,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00432","Southeast","Burton","Assess","","10-Feb-21","22-Feb-21",1,"Yes","Yes",0.25," 78.00 ","Warranty"," 12 ",80," 20.00 "," -   "," -   "," 98.00 "," -   ","Wed","Mon",333,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00433","Northwest","Burton","Replace","","10-Feb-21","25-Feb-21",2,"","",2.75," 666.44 ","C.O.D."," 15 ",140," 385.00 "," 385.00 "," 666.44 "," 1,051.44 "," 1,051.44 ","Wed","Thu",334,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00434","Northwest","Burton","Deliver","Yes","11-Feb-21","27-Feb-21",1,"","",0.25," 19.20 ","C.O.D."," 16 ",80," 20.00 "," 20.00 "," 19.20 "," 39.20 "," 39.20 ","Thu","Sat",335,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00435","South","Lopez","Assess","","11-Feb-21","11-Mar-21",1,"","",0.75," 414.54 ","P.O."," 28 ",80," 60.00 "," 60.00 "," 414.54 "," 474.54 "," 474.54 ","Thu","Thu",336,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00436","Southeast","Khan","Repair","","13-Feb-21","08-Apr-21",1,"","",1.0," 19.20 ","Account"," 54 ",80," 80.00 "," 80.00 "," 19.20 "," 99.20 "," 99.20 ","Sat","Thu",337,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00437","North","Ling","Install","","15-Feb-21","18-Feb-21",2,"","",1.0," 157.86 ","Account"," 3 ",140," 140.00 "," 140.00 "," 157.86 "," 297.86 "," 297.86 ","Mon","Thu",338,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00438","North","Ling","Assess","","15-Feb-21","24-Feb-21",2,"","",0.25," 160.39 ","Account"," 9 ",140," 35.00 "," 35.00 "," 160.39 "," 195.39 "," 195.39 ","Mon","Wed",339,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00439","North","Ling","Assess","","15-Feb-21","25-Feb-21",2,"","",0.25," 46.85 ","Account"," 10 ",140," 35.00 "," 35.00 "," 46.85 "," 81.85 "," 81.85 ","Mon","Thu",340,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00440","Southwest","Cartier","Replace","Yes","15-Feb-21","01-Mar-21",2,"","",1.25," 952.06 ","C.O.D."," 14 ",140," 175.00 "," 175.00 "," 952.06 "," 1,127.06 "," 1,127.06 ","Mon","Mon",341,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00441","West","Khan","Deliver","","16-Feb-21","03-Mar-21",1,"","",0.25," 17.42 ","Account"," 15 ",80," 20.00 "," 20.00 "," 17.42 "," 37.42 "," 37.42 ","Tue","Wed",342,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00442","Northwest","Cartier","Replace","","16-Feb-21","08-Mar-21",2,"","",0.5," 202.00 ","C.O.D."," 20 ",140," 70.00 "," 70.00 "," 202.00 "," 272.00 "," 272.00 ","Tue","Mon",343,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00443","Southeast","Burton","Assess","","17-Feb-21","22-Feb-21",1,"","",0.75," 137.13 ","Account"," 5 ",80," 60.00 "," 60.00 "," 137.13 "," 197.13 "," 197.13 ","Wed","Mon",344,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00444","West","Khan","Assess","","17-Feb-21","01-Mar-21",1,"","",0.5," 180.00 ","C.O.D."," 12 ",80," 40.00 "," 40.00 "," 180.00 "," 220.00 "," 220.00 ","Wed","Mon",345,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00445","Central","Khan","Assess","","17-Feb-21","01-Mar-21",1,"","",0.25," 255.34 ","C.O.D."," 12 ",80," 20.00 "," 20.00 "," 255.34 "," 275.34 "," 275.34 ","Wed","Mon",346,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00446","Northwest","Khan","Deliver","","17-Feb-21","02-Mar-21",1,"","",0.25," 48.37 ","P.O."," 13 ",80," 20.00 "," 20.00 "," 48.37 "," 68.37 "," 68.37 ","Wed","Tue",347,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00447","North","Ling","Deliver","","17-Feb-21","08-Mar-21",1,"","",0.25," 40.20 ","Account"," 19 ",80," 20.00 "," 20.00 "," 40.20 "," 60.20 "," 60.20 ","Wed","Mon",348,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00448","Central","Cartier","Deliver","","18-Feb-21","06-Mar-21",1,"","",0.25," 61.50 ","Account"," 16 ",80," 20.00 "," 20.00 "," 61.50 "," 81.50 "," 81.50 ","Thu","Sat",349,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00449","Northwest","Khan","Replace","","18-Feb-21","02-Mar-21",1,"","",0.5," 42.66 ","Account"," 12 ",80," 40.00 "," 40.00 "," 42.66 "," 82.66 "," 82.66 ","Thu","Tue",350,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00450","North","Ling","Replace","","18-Feb-21","10-Mar-21",1,"","",0.5," 16.42 ","Credit"," 20 ",80," 40.00 "," 40.00 "," 16.42 "," 56.42 "," 56.42 ","Thu","Wed",351,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00451","Southeast","Burton","Assess","","19-Feb-21","09-Mar-21",2,"","",0.5," 31.81 ","Account"," 18 ",140," 70.00 "," 70.00 "," 31.81 "," 101.81 "," 101.81 ","Fri","Tue",352,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00452","North","Ling","Assess","","22-Feb-21","29-Mar-21",2,"","",0.5," 239.97 ","Account"," 35 ",140," 70.00 "," 70.00 "," 239.97 "," 309.97 "," 309.97 ","Mon","Mon",353,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00453","Central","Burton","Repair","","23-Feb-21","02-Mar-21",1,"","",1.0," 90.00 ","C.O.D."," 7 ",80," 80.00 "," 80.00 "," 90.00 "," 170.00 "," 170.00 ","Tue","Tue",354,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00454","South","Lopez","Deliver","","23-Feb-21","16-Mar-21",1,"","",0.25," 16.25 ","Account"," 21 ",80," 20.00 "," 20.00 "," 16.25 "," 36.25 "," 36.25 ","Tue","Tue",355,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00455","Central","Cartier","Assess","","23-Feb-21","01-Apr-21",2,"","",0.25," 269.40 ","C.O.D."," 37 ",140," 35.00 "," 35.00 "," 269.40 "," 304.40 "," 304.40 ","Tue","Thu",356,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00456","South","Lopez","Deliver","","24-Feb-21","15-Mar-21",1,"","",0.25," 33.50 ","Account"," 19 ",80," 20.00 "," 20.00 "," 33.50 "," 53.50 "," 53.50 ","Wed","Mon",357,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00457","Central","Burton","Assess","","25-Feb-21","08-Mar-21",1,"","",0.25," 305.46 ","Account"," 11 ",80," 20.00 "," 20.00 "," 305.46 "," 325.46 "," 325.46 ","Thu","Mon",358,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00458","South","Lopez","Replace","","25-Feb-21","15-Mar-21",1,"","",0.75," 50.67 ","P.O."," 18 ",80," 60.00 "," 60.00 "," 50.67 "," 110.67 "," 110.67 ","Thu","Mon",359,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00459","South","Lopez","Replace","","25-Feb-21","16-Mar-21",1,"","",0.5," 45.63 ","P.O."," 19 ",80," 40.00 "," 40.00 "," 45.63 "," 85.63 "," 85.63 ","Thu","Tue",360,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00460","West","Khan","Replace","","25-Feb-21","24-Mar-21",1,"","",1.0," 42.66 ","C.O.D."," 27 ",80," 80.00 "," 80.00 "," 42.66 "," 122.66 "," 122.66 ","Thu","Wed",361,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00461","Central","Burton","Assess","","25-Feb-21","07-Apr-21",1,"","",0.25," 38.70 ","P.O."," 41 ",80," 20.00 "," 20.00 "," 38.70 "," 58.70 "," 58.70 ","Thu","Wed",362,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00462","Central","Cartier","Assess","","01-Mar-21","15-Mar-21",1,"","",0.25," 164.22 ","Account"," 14 ",80," 20.00 "," 20.00 "," 164.22 "," 184.22 "," 184.22 ","Mon","Mon",363,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00463","West","Khan","Replace","","01-Mar-21","15-Mar-21",2,"","",0.5," 24.38 ","Account"," 14 ",140," 70.00 "," 70.00 "," 24.38 "," 94.38 "," 94.38 ","Mon","Mon",364,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00464","South","Lopez","Assess","","01-Mar-21","24-Mar-21",1,"","",0.25," 267.94 ","P.O."," 23 ",80," 20.00 "," 20.00 "," 267.94 "," 287.94 "," 287.94 ","Mon","Wed",365,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00465","East","Ling","Assess","","01-Mar-21","13-Apr-21",2,"","",0.5," 175.87 ","Account"," 43 ",140," 70.00 "," 70.00 "," 175.87 "," 245.87 "," 245.87 ","Mon","Tue",366,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00466","Central","Cartier","Deliver","","01-Mar-21","20-Apr-21",1,"Yes","Yes",0.25," 81.12 ","Warranty"," 50 ",80," 20.00 "," -   "," -   "," 101.12 "," -   ","Mon","Tue",367,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00467","North","Ling","Assess","","01-Mar-21","29-Apr-21",2,"Yes","Yes",1.0," 9.98 ","Warranty"," 59 ",140," 140.00 "," -   "," -   "," 149.98 "," -   ","Mon","Thu",368,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00468","Northwest","Khan","Assess","","02-Mar-21","09-Mar-21",1,"","",1.25," 340.70 ","Account"," 7 ",80," 100.00 "," 100.00 "," 340.70 "," 440.70 "," 440.70 ","Tue","Tue",369,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00469","Northwest","Khan","Replace","Yes","02-Mar-21","10-Mar-21",1,"","",0.75," 22.84 ","P.O."," 8 ",80," 60.00 "," 60.00 "," 22.84 "," 82.84 "," 82.84 ","Tue","Wed",370,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00470","South","Lopez","Replace","","02-Mar-21","11-Mar-21",1,"","",0.5," 3.58 ","Account"," 9 ",80," 40.00 "," 40.00 "," 3.58 "," 43.58 "," 43.58 ","Tue","Thu",371,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00471","South","Lopez","Assess","","02-Mar-21","11-Mar-21",1,"","",0.25," 16.25 ","Account"," 9 ",80," 20.00 "," 20.00 "," 16.25 "," 36.25 "," 36.25 ","Tue","Thu",372,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00472","Central","Burton","Replace","","02-Mar-21","20-Mar-21",1,"","",0.75," 19.20 ","P.O."," 18 ",80," 60.00 "," 60.00 "," 19.20 "," 79.20 "," 79.20 ","Tue","Sat",373,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00473","Southeast","Cartier","Deliver","","02-Mar-21","16-Mar-21",1,"","",0.25," 73.51 ","P.O."," 14 ",80," 20.00 "," 20.00 "," 73.51 "," 93.51 "," 93.51 ","Tue","Tue",374,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00474","Central","Burton","Assess","","02-Mar-21","23-Mar-21",1,"","",0.25," 144.00 ","P.O."," 21 ",80," 20.00 "," 20.00 "," 144.00 "," 164.00 "," 164.00 ","Tue","Tue",375,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00475","Southeast","Burton","Install","","02-Mar-21","23-Mar-21",1,"","Yes",2.0," 94.71 ","C.O.D."," 21 ",80," 160.00 "," 160.00 "," -   "," 254.71 "," 160.00 ","Tue","Tue",376,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00476","Central","Burton","Assess","Yes","03-Mar-21","09-Mar-21",2,"","",0.25," 41.15 ","C.O.D."," 6 ",140," 35.00 "," 35.00 "," 41.15 "," 76.15 "," 76.15 ","Wed","Tue",377,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00477","East","Ling","Replace","","03-Mar-21","06-Apr-21",2,"","",0.5," 76.95 ","C.O.D."," 34 ",140," 70.00 "," 70.00 "," 76.95 "," 146.95 "," 146.95 ","Wed","Tue",378,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00478","West","Khan","Assess","","03-Mar-21","26-Apr-21",1,"","",0.5," 25.24 ","P.O."," 54 ",80," 40.00 "," 40.00 "," 25.24 "," 65.24 "," 65.24 ","Wed","Mon",379,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00479","Northwest","Burton","Assess","Yes","03-Mar-21","13-May-21",2,"","",0.75," 572.63 ","C.O.D."," 71 ",140," 105.00 "," 105.00 "," 572.63 "," 677.63 "," 677.63 ","Wed","Thu",380,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00480","South","Burton","Replace","","03-Mar-21","12-Jul-21",2,"","",1.25," 361.90 ","Account"," 131 ",140," 175.00 "," 175.00 "," 361.90 "," 536.90 "," 536.90 ","Wed","Mon",381,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00481","Northwest","Cartier","Assess","","04-Mar-21","08-Mar-21",1,"","",0.25," 110.23 ","Account"," 4 ",80," 20.00 "," 20.00 "," 110.23 "," 130.23 "," 130.23 ","Thu","Mon",382,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00482","South","Lopez","Assess","","04-Mar-21","15-Mar-21",1,"","",0.25," 33.91 ","Account"," 11 ",80," 20.00 "," 20.00 "," 33.91 "," 53.91 "," 53.91 ","Thu","Mon",383,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00483","North","Ling","Assess","","04-Mar-21","24-Mar-21",2,"","",0.25," 19.00 ","Account"," 20 ",140," 35.00 "," 35.00 "," 19.00 "," 54.00 "," 54.00 ","Thu","Wed",384,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00484","West","Khan","Install","","04-Mar-21","24-Mar-21",1,"","",1.25," 294.78 ","P.O."," 20 ",80," 100.00 "," 100.00 "," 294.78 "," 394.78 "," 394.78 ","Thu","Wed",385,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00485","East","Ling","Assess","","04-Mar-21","26-Apr-21",2,"","",0.25," 83.23 ","Account"," 53 ",140," 35.00 "," 35.00 "," 83.23 "," 118.23 "," 118.23 ","Thu","Mon",386,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00486","South","Lopez","Assess","","08-Mar-21","16-Mar-21",1,"","",0.75," 103.08 ","Account"," 8 ",80," 60.00 "," 60.00 "," 103.08 "," 163.08 "," 163.08 ","Mon","Tue",387,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00487","Central","Cartier","Replace","","08-Mar-21","16-Mar-21",2,"","",0.5," 144.31 ","C.O.D."," 8 ",140," 70.00 "," 70.00 "," 144.31 "," 214.31 "," 214.31 ","Mon","Tue",388,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00488","North","Ling","Assess","","08-Mar-21","25-Mar-21",2,"","",0.25," 39.00 ","Account"," 17 ",140," 35.00 "," 35.00 "," 39.00 "," 74.00 "," 74.00 ","Mon","Thu",389,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00489","Central","Burton","Install","","08-Mar-21","27-Mar-21",2,"","",2.5," 224.00 ","C.O.D."," 19 ",140," 350.00 "," 350.00 "," 224.00 "," 574.00 "," 574.00 ","Mon","Sat",390,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00490","South","Lopez","Assess","","08-Mar-21","12-Jun-21",1,"","",0.5," 475.54 ","Account"," 96 ",80," 40.00 "," 40.00 "," 475.54 "," 515.54 "," 515.54 ","Mon","Sat",391,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00491","Central","Khan","Assess","","09-Mar-21","16-Mar-21",1,"","",1.0," 46.04 ","C.O.D."," 7 ",80," 80.00 "," 80.00 "," 46.04 "," 126.04 "," 126.04 ","Tue","Tue",392,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
